Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building, Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Funded by A&C,"Stability Index (5=very stable, 1=very uncertain)",Constituency over 50% one race,Length of Lease (Date),Address,Location,Closed Date,Closed?
The Stranger,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,1535 11th Ave (Third Floor) Seattle WA 98122,"(47.6145540, -122.3182070)",,0
The Studio of Awesome (CLOSED),,,,,,Music,,,,,,,,,,,,,,,,,,,101 N 85th Street #201 Seattle WA 98103,"(47.6903800, -122.3577075)",2016-11-13T00:00:00,1
The Studios,(206) 582-3878,www.thestudios.org,10000,Downtown,N,Multi-use,2014,R,1912,2013,1,1,120,N,0,Y,0,Y,Y,N,N,4,,2024 with an option to renew for another 10 years,"1801 5th Avenue Seattle, WA 98101","(47.6127204, -122.3378104)",,0
The Trading Musician,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,5908 Roosevelt Way NE Seattle WA 98105,"(47.6717300, -122.3171540)",,0
The Tudor Choir,,,,,,Music,,,,,,,,,,,,,,,,,,,2225 Eastlake Ave E #103 Seattle WA 98102,"(47.6391490, -122.3262560)",,0
The Weaving Works,(206) 524-1221,www.weavingworks.com,2800,Ravenna,N,Service/Supply,2014,R,1920,1974,2,0,0,N,0,Y,0,Y,I don't know.,N,N,1,,2020,6514 Roosevelt Way NE Seattle WA 98115,"(47.6763980, -122.3173900)",,0
The White Rabbit (CLOSED),,,,,,Music,,,,,,,,,,,,,,,,,,,513 N 36th St Seattle WA 98103,"(47.6513564, -122.3515985)",2016-12-13T00:00:00,1
Theater Schmeater,(206) 324-5801,www.schmeater.org,,Belltown,Y,Performance,,R,,1991,2,1,48,Y,,Y,0,Y,Y,Y,Y,,,,"2125 3rd Ave, Seattle WA  98121","(47.6142110, -122.3253960)",,0
Theater Schmeater,(206) 324-5801,www.schmeater.org,3000,Capitol Hill,Y,Performance,,R,2008,1991,1,1,48,Y,,Y,0,Y,Y,,Y,3,,2018,1500 Summit Ave Seattle WA 98122,"(47.6134400, -122.3432500)",2013-11-01T00:00:00,1
Theatre Battery,(206) 334-6046,www.heatrebattery.com,,,,Performance,,,,,,,,,,,,,,,,,,,803 Reiten Rd Kent WA 98030,"(47.3741108, -122.2182115)",,0
Theatre Off Jackson,(206) 340-1049,www.theatreoffjackson.org,16000,International District,Y,Performance,2005,R,1915,2005,0,2,285,,,Y,0,Y,Y,Y,Y,1,,2014,409 7th Ave S Seattle WA 98104,"(47.5988665, -122.3239595)",,0
Third Place Books and Commons,(206) 366-3333,www.thirdplacebooks.com,16000,,N,Literary,1998,R,1980,1998,0,1,,N,,Y,200,N,N,N,,4,,,17171 Bothell Way NE Lake Forest Park WA 98155,"(47.7539910, -122.2782190)",,0
Three Dollar Bill Cinema,,,,,,Cinema,,,,,,,,,,,,,,,,,,,1122 E. Pike St. #1313 Seattle WA 98122,"(47.6142730, -122.3172450)",,0
Threshold Gallery at Mithun,,,,,,Visual,,,,,,,,,,,,,,,,,,,1201 Alaskan Way #200 Seattle WA 98101,"(47.6050530, -122.3402250)",,0
Thrive Art School,(206) 522-1659,www.drawingschool.com,1200,Ravenna,N,Visual,2000,R,1940,2000,0,0,0,N,0,I don't know.,0,I don't know.,N,N,N,5,,,6329 Ravenna Ave NE Seattle WA 98115,"(47.6750010, -122.3038150)",,0
Thunder Road Guitars,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,3916 California Ave SW Seattle WA 98116,"(47.5687640, -122.3863750)",,0
Tim's Tavern,(206) 789-9005,www.timstavernseattle.com,1100,Greenwood,N,Music,2011,R,1935,1934,0,0,0,N,0,Y,14,Y,N,Y,N,5,,2016,602 N 105th St Seattle WA 98133,"(47.7051990, -122.3509853)",,0
Tin Hat,,,,,,Music,,,,,,,,,,,,,,,,,,,512 NW 65th St Seattle WA 98117,"(47.6760806, -122.3629711)",,0
Tmrw Party,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,0
Tolt Historical Society,(425) 788-5250,www.tolthistoricalsociety.org,2000,,Y,Heritage,2010,Other,1950,1983,1,0,,N,,I don't know.,20,N,N,N,,3,,,4621 Tolt Ave Carnation WA 98014,"(47.6489630, -121.9139290)",,0
Tooth & Nail Records,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,
Town Hall,(206) 652-4255,www.townhallseattle.org,37000,First Hill,Y,Multi-use,1999,O,1916,1999,0,3,1300,N,0,Y,5,Y,Y,Y,Y,5,,0,1119 8th Ave Seattle WA 98101,"(47.6090096, -122.3299408)",,0
Tractor Tavern,(206) 789-3599,www.tractortavern.com,4000,Ballard,N,Music,1993,R,1910,1993,0,1,299,N,0,Partial,0,Y,N,Y,N,4,,,5213 Ballard Ave NW Seattle WA 98107,"(47.6657095, -122.3828003)",,0
Traver Gallery,(206) 587-6501,www.travergallery.com,5000,Downtown,N,Visual,1992,R,,1976,2,0,0,Y,5000,Y,0,Y,N,Y,N,5,,,110 Union St #200 Seattle WA 98101,"(47.6080964, -122.3388114)",,0
"TRIBE-olution - a collaborative ensemble under Maya Soleil, LLC FILLED OUT AS Maya Soleil, LLC and Global Artists Collective",(425) 486-4063,www.globalartistscollective.com,1800,,N,Studios,2008,O,2005,2000,0,1,50,N,,I don't know.,20,Y,Y,N,,5,,,23205 119th Avenue SE Woodinville WA 98007,"(47.7862570, -122.0686040)",,0
Trinity Parish Church,(206) 332-7908,www.theatre912.com,2000,First Hill,N,Performance,2009,R,,2007,1,1,99,N,0,Y,200,Y,N,N,N,4,,,609 8th Ave Seattle WA 98104,"(47.6052251, -122.3262281)",,0
Triple Door Theater and Musicquarium Lounge,(206) 838-4333,www.thetripledoor.net,18656,Downtown,N,Music,2003,O,1926,2003,0,1,275,N,0,Y,,Y,Y,Y,N,5,,0,216 Union St Seattle WA 98101,"(47.6086439, -122.3376850)",,0
True Love Art Gallery,(206) 227-3572,www.trueloveart.com,1500,Capitol Hill,N,Visual,2011,R,1960,2010,0,0,0,Y,1500,N,0,Y,N,Y,N,3,,2016,1525 Summit Ave Seattle WA 98122,"(47.6149584, -122.3257242)",,0
Tryptos Studio Collective,(206) 783-6997,https://artisttrust.org/index.php/for-artists/resource/tryptos_studio_collective,1600,Ballard,,Studios,2002,R,1911,2002,0,0,0,Y,300,N,0,N,N,Y,N,4,,It's month to month.,5227 Leary Ave NW Seattle WA 98107,"(47.6661353, -122.3818674)",,0
Tukwila Community Center,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,12424 42nd Ave S Tukwila WA 98168,"(47.4910020, -122.2784390)",,0
Tukwila Historical Society,(206) 244-4478,www.TukwilaHistory.org,3200,,Y,Heritage,2010,R,1922,1975,1,0,,Y,200,Y,20,Y,Y,I don't know.,,4,,2015,14475 59th Avenue S. Tukwila WA 98168,"(47.4733055, -122.2591976)",,0
Tula's,(206) 443-4221,www.tulas.com,3000,Belltown,N,Performance,1993,R,1950,1993,0,1,96,N,0,,0,Y,N,Y,N,3,,2014,2214 2nd Ave Seattle WA 98121,"(47.6136108, -122.3444191)",,0
Tune HiFi,,,,,,Music,,,,,,,,,,,,,,,,,,,2121 1st Ave Seattle WA 98121,"(47.6120720, -122.3449170)",,0
Twilight Artist Collective,(206) 933-2444,www.twilightart.net,1100,West Seattle,N,Visual,2006,R,1900,2012,0,0,48,Y,360,,0,Y,Y,N,N,4,,2018,306 SW Alaska St Seattle WA 98116,"(47.5610855, -122.3854525)",,0
UMO Ensemble,(206) 408-8059,www.umo.org,,,,Performance,,,,,,,,,,,,,,,,,,,"18870 SW 103rd Ave SW,  Vashon WA 98070","(47.4337610, -122.4641570)",,0
Underwood Stables,,,,,,Music,,,,,,,,,,,,,,,,,,,4306 Fremont Ave N Seattle WA 98103,"(47.6595140, -122.3500300)",,0
Unicorn,,,,,,Music,,,,,,,,,,,,,,,,,,,1118 E Pike St Seattle WA 98122,"(47.6141250, -122.3177160)",,0
Unified Outreach Youth Arts,(206) 371-1139,www.unifiedoutreach.com,4480,West Seattle,Y,Performance,2003,R,1950,1999,1,0,0,Y,100,Partial,20,N,N,N,N,4,,2017,4401 42nd Ave SW Seattle WA 98116,"(47.5645293, -122.3858692)",,0
Union Cultural Center,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,803 South King St Seattle WA 98104,"(47.5982213, -122.3221220)",,0
Unique Art Framing & Gallery,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,3429 Airport Way South Seattle WA 98134,"(47.5727440, -122.3225790)",,0
University Book Store,(206) 685-9920,www.ubookstore.com,90000,University District,N,Literary,1924,O,1920,1900,3,,,N,,Y,94,Y,N,Y,N,5,,,4326 University Way NE Seattle WA 98105,"(47.6604253, -122.3128269)",,0
University Heights Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,5031 University Way NE Seattle WA 98105,"(47.6658290, -122.3136750)",,0
"University of Washington 3D4M School of Art, Ceramic Metal Arts Building",(206) 543-0970,www.washington.edu,40000,University District and Laurelhurst/Sand Point,Government,Visual,,Other,1965,,,,,Y,800,Y,,N,N,N,N,5,,,4205 Mary Gates Memorial Dr NE Seattle WA 98105,"(47.6598273, -122.2922528)",,
University of Washington Art Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,101 Art Building University of Washington Seattle WA 98195,"(47.6581800, -122.3062920)",,0
University of Washington Bothell,(425) 352-3394 ,www.uwb.edu,10000,,N,Arts/Cultural Training or Education ,2000,O,2000,1989,2,1,300,Y,2500,Y,1000,N,N,N,,5,,,11181 Campus Way NE  Bothell WA 98011,"(47.7590160, -122.1903060)",,0
University of Washington Built Environment Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,3549 15th Avenue NE Seattle WA 98105,"(47.6685300, -122.3118900)",,0
University of Washington Communications Building,,,,,,Education,,,,,,,,,,,,,,,,,,,Seattle WA 98105,"(47.6570480, -122.3052710)",,0
University of Washington D Center,(206) 685-0949,www.depts.washington.edu/dcenter/wordpress/,450,University District,Other,Arts/Cultural Administration or Advocacy,2013,Other,1999,2013,0,0,0,N,0,Y,,N,Y,N,N,4,,,Mary Gates Hall University of Washington. Seattle WA 98195,"(47.6567610, -122.3120270)",,0
University of Washington Department of Architecture,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,Gould Hall Seattle WA 98195,"(47.6562474, -122.3092754)",,0
University of Washington Drama Library,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,Room 145 Hutchinson Hall Seattle WA 98195,"(47.6541940, -122.3003850)",,0
University of Washington East Asia Library,,,,,,Education,,,,,,,,,,,,,,,,,,,"322 Gowen Hall, Seattle WA 98195","(47.6563251, -122.3076233)",,0
University of Washington Elisabeth C. Miller Library,,,,,,Education,,,,,,,,,,,,,,,,,,,3501 Northeast 41st Street Seattle WA 98105,"(47.6584080, -122.2903050)",,0
University of Washington Engineering Library,,,,,,Education,,,,,,,,,,,,,,,,,,,Engineering Building West Stevens Way NE Seattle WA 98195,"(47.6546490, -122.3045440)",,0
University of Washington Foster Business Library,,,,,,Education,,,,,,,,,,,,,,,,,,,Paccar Hall West Stevens Way NE Seattle WA 98195,"(47.6591260, -122.3085820)",,0
University of Washington Gallagher Law Library,(206) 543-4089,www.lib.law.washington.edu/,68000,University District,Other,Education,2003,O,2003,1899,3,0,0,Y,500,Y,3,Y,I don't know.,N,I don't know.,5,,,"University of Washington Box 353025 Seattle, WA 98195","(47.6562060, -122.3129720)",,0
University of Washington Glenn Hughes Penthouse Theatre,(206) 543-5140,www.depts.washington.edu/uwdrama/performances/venues.shtml,3000,University District,,Performance,1938,Other,1939,1937,0,1,160,N,0,Partial,,Y,N,N,N,5,,0,17th Avenue NE and NE 45th St Seattle WA 98145,"(47.6587650, -122.3178929)",,0
University of Washington Health Sciences Library,(206) 543-3390,www.hsl.uw.edu,10000,University District,Other,Multi-use,1940,O,1940,1940,0,,,N,0,Partial,,Y,Y,N,N,5,,,1959 NE Pacific St Room T-334 Seattle WA 98195,"(47.6499210, -122.3063550)",,0
University of Washington Husky Union Building,(206) 543-8191,www.hub.washington.edu,262000,University District,Other,Multi-use,2012,Other,2012,1949,1,1,392,N,0,Y,0,N,Y,N,N,5,,,4001 West Stevens Way NE Seattle WA 98195,"(47.6521680, -122.3066480)",,0
University of Washington Hutchison Hall,(206) 543-5140,www.depts.washington.edu/uwdrama/performances/venues.shtml,52000,Universtiy District,,Performance,1938,Other,1927,1937,0,3,200,N,0,Partial,,Y,N,N,N,5,,0,NE Pacific St Seattle WA 98195,"(47.6536581, -122.3168679)",,0
University of Washington Intellectual House,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,4249 Whitman Court (E Stevens Way and Whitman Court NE),"(47.6581986, -122.3042543)",,0
University of Washington Jacob Lawrence Gallery,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,Art Building Room 132 West Stevens Way NE Seattle WA 98105,"(47.6585722, -122.3065403)",,0
University of Washington Jones Playhouse,(206)543-4880,www.depts.washington.edu/uwdrama/performances/venues.shtml,8000,University District,,Performance,1938,Other,1930,1937,0,1,180,N,0,Partial,,Y,N,N,N,5,,0,4045 University Way NE Seattle WA 98105,"(47.6566657, -122.3135544)",,0
University of Washington Kane Walker-Ames Room,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,4069 Spokane Ln Seattle WA 98105,"(47.6566300, -122.3091540)",,0
University of Washington Mary Gates Hall,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,Seattle WA 98195,"(47.6570480, -122.3052710)",,0
University of Washington Mathematics Research Library,,,,,,Education,,,,,,,,,,,,,,,,,,,Padelford Hall University of Washington Seattle WA 98195,"(47.6569690, -122.3044210)",,0
University of Washington Meany Hall,(206) 543-4880,www.artsuw.org,58026,University District,Government,Performance,1974,O,1974,1861,1,2,1495,Y,2562,Y,900,N,Y,Y,Y,5,,,"4140 George Washington Ln NE, Seattle, WA 98105","(47.6557090, -122.3105690)",,0
University of Washington Music Library,(206) 543-1168,www.lib.washington.edu/music,1800,University District,Other,Music,1950,O,1950,1950,0,0,,N,,Partial,0,N,N,N,N,4,,,113 Music Building University of Washington Seattle WA 98195,"(47.6577140, -122.3058820)",,0
University of Washington Odegard Undergraduate Library,,,,,,Education,,,,,,,,,,,,,,,,,,,4060 George Washington Lane NE Seattle WA 98195,"(47.6564790, -122.3113520)",,0
University of Washington Physics Astronomy Reading Room (CLOSED),,,,,,Education,,,,,,,,,,,,,,,,,,,3910 15th Ave NE Seattle WA 98105,"(47.6540800, -122.3121350)",,1
University of Washington Q Center,(206) 897-1430,www.qcenter.washington.edu,1100,University District,Y,Arts/Cultural Training or Education,2012,Other,1949,2004,2,0,0,N,0,Y,0,N,Y,N,N,5,,,"HUB 315, University of Washington, Seattle, WA 98195","(47.6503490, -122.3072160)",,0
University of Washington Samuel E. Kelly Ethnic Cultural Center,(206) 543-4635,www.depts.washington.edu/ecc,25000,University District,,Performance,2011,Other,2012,1970,1,1,161,N,0,Y,0,Y,Y,N,N,5,,0,3931 Brooklyn Ave NE Seattle WA 98105,"(47.6549243, -122.3145764)",,0
University of Washington School of Music & Brechemin Auditorium,(206) 543-1201,www.music.washington.edu,71904,University District,Government,Arts/Cultural Training or Education,1950,O,1950,,1,1,220,N,,Partial,0,N,N,N,N,5,,,"University of Washington School of Music
  Music Building
  Box 353450
  Seattle WA 98195","(47.6553350, -122.3035200)",,0
University of Washington Social Work Library,,,,,,Education,,,,,,,,,,,,,,,,,,,4101 15th Avenue NE Seattle WA 98105,"(47.6569670, -122.3120550)",,0
University of Washington Suzzallo Library,,,,,,Education,,,,,,,,,,,,,,,,,,,4000 15th Avenue NE Seattle WA 98105,"(47.6722229, -122.3118912)",,0
Upper Bear Creek Community Council,(425) 788-5841,www.upperbearcreek.com,500,,Y,Music,2002,R,1960,1995,4,1,0,N,,Y,75,Y,N,N,,4,,,18718 NE 161st Pl. Woodinville WA 98072,"(47.7442550, -122.0880200)",,0
Urban Artworks in Inscape,(206) 292-4142,www.urbanartworks.org,,International District,Y,Arts/Cultural Training or Education,2012,R,1932,1995,5,0,0,N,0,Y,0,N,Y,N,Y,4,,2017,815 Seattle Blvd S B7 Seattle WA 98134,"(47.5951170, -122.3270859)",,0
Urban Light Studios,2067087281,http://urbanlightstudios.com/,4000,Greenwood,N,Studios,2008,R,1922,2008,0,0,,Y,1500,Y,0,,Y,N,N,5,,2017,8537 Greenwood Ave N Seattle WA 98103,"(47.6916310, -122.3557130)",,0
Urban Wilderness Project,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,,,,0
Urban Work Lofts,,,,,,Studios,,,,,,,,,,,,,,,,,,,918 S Horton St Seattle WA 98134,"(47.5741900, -122.3211540)",,0
Voda Studios,,,,,,Performance,,,,,,,,,,,,,,,,,,,1050 W Nickerson St Seattle WA 98119,"(47.6544040, -122.3709960)",,0
Vachon Gallery,(206) 296-2340,www.seattleu.edu/artsci/departments/fine-arts/venues/vachon,2000,First Hill,Y,Performance,2008,O,1910,2008,0,0,0,Y,,Y,,N,Y,Y,N,5,,0,1000 E. Madison St Seattle WA 98122,"(47.6120572, -122.3191481)",,0
VALA - in Redmond Town Center,,,,,,,,,,,,,,,,,,,,,,,,,7525 166th Ave NE  Redmond WA 98052,"(47.6711710, -122.1202530)",,0
Valley Center Stage,(425) 831-5667,www.intuitivelearningsys.org,,,,Performance,,,,,,,,,,,,,,,,,,,119 West North Bend Way North Bend WA 98045,"(47.4949370, -121.7864570)",,0
Van Asselt Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,2820 S Myrtle St Seattle WA 98108,"(47.5394440, -122.2940670)",,0
Vashon Allied Arts,(206) 463-5131,www.vashonalliedarts.org,5500,,Y,Multi-use,1982,O,1912,1966,3,1,100,Y,400,Partial,55,Y,N,Y,,4,,,19704 SW Vashon Highway Vashon WA 98070,"(47.4280050, -122.4600070)",,0
Vashon Island Chorale,(206) 463-9247,vashonislandchorale.org,1900,,Y,Music,2007,R,2000,1989,,1,250,N,,Y,100,Y,N,N,,2,,,23817 104th Ave SW Vashon WA 98070,"(47.3904840, -122.4678650)",,0
Vashon Opera,(206) 388-2926,www.vashonopera.org,1,,Y,Music,2009,Other,2014,2009,0,0,,N,,I don't know.,1,I don't know.,I don't know.,N,,2,,,10407 SW Cowan Rd Vashon WA 98070,"(47.5076290, -122.4675900)",,0
Vashon Parks District,(206) 463-9602,www.vashonparkdistrict.org,3630,,Government ,Multi-use ,1982,O,1971,1983,1,0,0,N,0,Partial,28,Y,Y,N,,5,,,17130 Vashon Hwy. S.W. Vashon WA 98070,"(47.4515460, -122.4595570)",,0
Vashon Theatre,(206) 463-6845,www.vashontheatre.com,1000,,N,Cinema,2003,O,1947,1947,1,1,350,N,,Partial,50,Y,N,N,,5,,,17723 vashon Highway SW Vashon WA 98070,"(47.4456180, -122.4608670)",,0
Vashon-Maury Island Heritage Association,(206) 919-3547,www.vashonhistory.org,2278,,Y,Heritage,2003,O,1907,1976,0,0,,Y,160,Y,14,Y,N,Y,,4,,,10105 SW Bank Road Vashon WA 98070,"(47.4471310, -122.4633610)",,0
Vedic Cultural Center,(425) 246-8436,www.vedicculturalcenter.org,13000,,Y,Music,2008,O,2008,1979,2,2,400,N,,I don't know.,62,Y,N,N,,5,,,"1420, 228th Ave SE Sammamish WA 98075","(47.5963970, -122.0346760)",,0
Velocity Dance Center,(206) 325-8773,www.velocitydancecenter.org,5000,Capitol Hill,Y,Performance,2010,R,,1995,2,1,98,N,0,Y,0,Y,Y,N,Y,5,,2018,1621 12th Ave Seattle WA 98122,"(47.6156632, -122.3171739)",,0
Venue Ballard,(206) 789-3335,www.venueballard.com,2000,Ballard,N,Visual,2005,R,2005,2005,0,0,0,Y,1800,Y,0,Y,Y,N,N,5,,2018,5408 22nd Ave NW Seattle WA 98107,"(47.6678130, -122.3847950)",,0
Vermillion Gallery,(206) 709-9797,www.vermillionseattle.com,2100,Capitol Hill,N,Visual,2008,R,1906,2008,0,0,0,Y,600,Y,0,Y,N,Y,N,4,,2016,1508 11th Ave Seattle WA 98122,"(47.6144145, -122.3179029)",,0
Veronica Mt Baker Lofts,,,,,,Live/Work,,,,,,,,,,,,,,,,,,,"2915 Rainer Avenue South, Suite 12B Seattle WA 98144","(47.5771680, -122.2976680)",,0
Versatile Arts,(866) 887-5256,www.versatilearts.net,3000,Greenwood,N,Studios,2008,R,,2007,1,0,0,N,0,Partial,0,Y,Y,N,N,4,,2017,7601 Greenwood Ave N Suite 103 Seattle WA 98103,"(47.6841406, -122.3555094)",,0
Vespertine Noise,206 923-8409,vespertinenoise.org,1600,Columbia City,Y,Music,2015,R,1906,2015,0,0,0,N,,N,0,N,N,N,N,2,,2016,4904 Rainer Ave S Seattle WA 98118,"(47.5577220, -122.2849170)",,0
"Veterans of Foreign Wars (VFW) of the U. S., Post 5760",(206) 660-1224,www.vfwmercerisland.org,2500,,Y,Multi-use,1966,O,1922,1948,1,0,,N,,Partial,16,Y,Y,N,,5,,,1836 72nd Ave S.E. Mercer Island WA 98040,"(47.5936260, -122.2427520)",,0
Vetri Glass Gallery,(206) 667-9608,www.vetriglass.com,1500,Downtown,N,Visual,2004,O,1950,2004,1,0,0,Y,1500,Y,0,Y,N,N,N,4,,2017,1404 1st Ave Seattle WA 98101,"(47.6081315, -122.3390359)",,0
Victory Studios,(206) 282-1776,www.victorystudios.com,26000,Interbay,N,Multi-use,1990,O,1965,1978,1,1,125,N,,Y,40,Y,Y,N,N,5,,,2247 15th Ave W Seattle WA 98119,"(47.6402468, -122.3766398)",,0
Vietnamese Friendship Association,206-760-1573,vfaseattle.org,1300,Columbia City,Y,Arts/Cultural Administration or Advocacy,2014,R,2007,1978,1,0,0,N,,N,0,Y,N,N,"We have been, but are not currently.",4,,2021,3829B South Edmunds Street Seattle WA 98118,"(47.5584940, -122.2841640)",,0
Vignettes Gallery at El Capitan Apartments,,,,,,Visual,,,,,,,,,,,,,,,,,,,1617 Yale Ave Seattle WA 98122,"(47.6158070, -122.3283840)",,0
Village Green Nursery and Vera Johnson Studio,(206) 819-8544,www.villagegreenpn.com,80000,,N,Heritage,2003,O,1930,1975,0,0,,Y,,I don't know.,40,Y,Y,I don't know.,,4,,,10223 26th Ave SW Seattle WA 98146,"(47.5116000, -122.3662980)",,0
Village Theatre,(425) 392-1942,www.villagetheatre.org,60000,,Y,Performance,1979,O,1994,1979,4,2,780,Y,200,Y,50,Y,Y,N,,5,,,303 Front St N Issaquah WA 98027,"(47.5330720, -122.0369410)",,0
Vincent Schoolhouse Historic Preservation Society,(425) 880-4220,,800,,Y,Preservation,1942,O,1905,1942,0,0,50,N,0,N,30,Y,N,N,,4,,,8010 W Snoqualmie Valley Road NE Carnation WA 98014,"(47.6764030, -121.9827880)",,0
Vito's,(206) 397-4053,www.vitosseattle.com,4000,First Hill,N,Music,2010,R,1902,1953,0,0,100,N,0,Y,0,Y,N,Y,N,5,,2028,"927 9th Ave Seattle, WA 98104","(47.6079430, -122.3269330)",,0
Voice of Vashon,(206) 463-9247,www.voiceofvashon.org,700,,Y,Studios,2004,R,1950,1999,3,0,0,N,0,Y,15,N,N,N,,5,,2020,17917 Vashon Hwy SW  Vashon WA 98070,"(47.4444410, -122.4607820)",,0
Volunteer Park Ampitheater,(206) 684-4080,www.seattle.gov/parks/parkspaces/volpark.htm,400,Capitol Hill,,Performance,,O,,,0,1,,N,0,,50,,Y,N,N,5,,0,1247 15th Ave E Seattle WA 98112,"(47.6320524, -122.3127683)",,0
WA State Holocaust Ed Center,(206) 774-2201,www.wsherc.org,6000,Downtown,Y,Multi-use,,O,2006,1989,1,0,0,,,Y,0,Y,N,,Y,5,,0,2031 3rd Ave Seattle WA 98121,"(47.6128253, -122.3422256)",,0
Wall of Sound,,,,,,Music,,,,,,,,,,,,,,,,,,,1205 E Pike St #1C Seattle WA 98122,"(47.6139220, -122.3164290)",,0
WaMu Theater,,,,,,Performance,,,,,,,,,,,,,,,,,,,1000 Occidental Ave S Seattle WA 98134,"(47.5936010, -122.3334874)",,0
Washington Ensemble Theatre (CLOSED),(206) 325-5105,www.washingtonensemble.org,800,Capitol Hill,Y,Performance,2003,R,,2003,0,1,49,Y,,N,0,Y,Y,Y,Y,4,,It's month to month.,608 19th Ave E Seattle WA 98112,"(47.6247086, -122.3071850)",2014-07-31T00:00:00,1
Washington Hall,(206) 316-7613,www.washingtonhall.org,7000,Central District,Y,Multi-use,2009,O,1908,1973,0,1,349,N,0,N,20,Y,Y,Y,Y,5,,0,153 14th Ave Seattle WA 98122,"(47.6028400, -122.3145874)",,0
Washington Lawyers for the Arts,(206) 328-7053,www.thewla.org,200,Downtown,Y,Arts/Cultural Administration or Advocacy,2011,Other,1985,1976,2,0,,N,,Y,0,N,N,Y,N,3,,,701 5th Ave. Suite 4100 Seattle WA 98104,"(47.6045480, -122.3299350)",,0
Washington Old Time Fiddlers Association,,,,,,Music,,,,,,,,,,,,,,,,,,,18418 112th Avenue SE Renton WA 98055,"(47.4372410, -122.1901240)",,0
Washington Park Arboretum and Madison Park Graham Visitors Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,2300 Arboretum Drive E Seattle WA 98112,"(47.6380160, -122.2941370)",,0
Washington State Arts Alliance,,,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,1204 Minor Ave Seattle WA 98101,"(47.6115947, -122.3252001)",,0
Washington State Convention & Trade Center Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,800 Convention Place Second Floor Seattle WA 98101,"(47.6114150, -122.3314720)",,0
Waterworks Studio,(206) 463-5633,www.waterworksonvashon.com,2500,,N,Studios,1972,O,1906,1972,1,0,,Y,400,I don't know.,12,N,N,N,,5,,,7012 SW 240th St Vashon WA 98070,"(47.3896310, -122.4208650)",,0
West of Lenin,(206) 352-1777,www.westoflenin.com,3400,Fremont,N,Performance,2011,O,1962,2011,1,2,0,Y,590,Partial,3,Y,Y,N,N,5,,0,203 N 36th St Seattle WA 98103,"(47.6524012, -122.3563132)",,0
West Seattle Art Nest,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,4138 California Ave SW Seattle WA 98116,"(47.5653800, -122.3863830)",,0
